Review,label
I have flown American Airlines over 60 times in 2014 without issue. I must say the customer service is much better than a couple of years ago and now with US Airways part of the family the ability to travel to about any destination you desire is there. I will continue to fly AA and with new planes new look and better customer service I will enjoy doing so.,1
"London to Singapore. I have to commend BA staff on this occasion. They were friendly, welcoming and so accommodating to passengers throughout the flight. Even in the last few moments they were laughing and joking with us. Highly professional and sensitive to our needs despite their own tiredness. Thank you BA for making a long journey a tolerable one.",1
"One of the worst services I've ever encountered. I was told I'm no longer on the flight less than 24 hours before departure. I emailed on the 22nd of April asking if I can receive a refund for my flight, which I did not receive. I was given alternative options such as rebooking my flight for a future date, but not once was I told that my flight would be or has been cancelled for me, only to find out myself a few hours before the flight. The woman I spoke to on the phone was very rude and unprofessional, ignoring my emails and ending the call on me several times. This flight was important for me to take as I had a connecting flight after, and I was told that the only way I could take the flight is if I upgrade and pay 400 levs. I paid for my original ticket, and for it to be cancelled for me without any notice is absurd, any other airline would at least email me or let me know? I have been on many flights and I have never encountered something like this.",0
"Athens to Larnaca. The airline cancelled the flight and not willing to give back the money after 6 months. No answers, simply stole the money and looks like they can do it without any repercussions.",0
"Newark to Orlando. Flight attendant was very rude. He wanted my husband and I to pull up our seats for take off and he didn't even ask politely. It was like he was talking to 2 kids. ""Come on come on pull up your seats"" while he made hand gestures that are used for toddlers. He got even louder to attract an audience. Flew many times and the flight attendants were always so polite but this attendant today, I think he woke up on the wrong side of the bed. There are a lot of kids on this flight and maybe he was aggitated because of the kids. Worst experience ever. Please coach him.",0
"Haikou to Sydney. This service on this flight is outstanding. Cabin Manager is friendly, professional and she provides help at the first time when I have a request. The Hai Chef provided me with excellent meals on this flight. The crew demonstrated a professional service standard.",1
"AirAsia has no proper customer support and not able to reach customer care. They have bot AVA with limited options that can't resolve your issues. Due to cheap quality website, I got duplicate ticket for same flight on same date. I raised a ticket and try to follow up with airasia.com in many ways but no luck.",0
"Worst possible experience. It's not that the flight was delayed, I get that but it was delayed 7 hours overnight. They would not comp a hotel room, but worst of all I didn't even get any communications that it was delayed. Their customer service is abysmal. First time flying with this carrier. Will never fly with them again. Rather walk.",0
"I travelled with my mum from Zhengzhou to Toronto via Guangzhou. I  would like to say thanks to the staff in Zhengzhou airport check in I just realised I have to apply for the ETA before I get in to Canada when I arrived in the Zhengzhou airport on my fly day. I was so worried that I might miss my flight, and my mum who cannot speak English has to go to Canada alone, etc. But the Zhengzhou airport check in desk people helped me to get the approve of ETA as soon as they can before the flight check in closed.",1
Checkin was very complicated and not user friendly at all. We had to call their customer service and wait for hours. Our flight got delayed multiple times from 9pm to next day 11am. With no answers and no money back or support to go back with another flight. We were given a phone number to call for getting our money back and after waiting on call for about half an hour and being on the phone with them for 45min they hang up our call. Ridiculous and worst experience of my travel.,0
"Mint seats are great. Attentive staff, excellent service, great seats, new planes, lovely food. What's not to like. Only issue is LAX airport is seriously grim and there didn't appear to be a lounge. Book and have a great flight.",1
"Gatwick to Malaga. On way out, the younger male cabin crew were rude however on return the older male crew was excellent. Good flight, reasonable price food and drink and of course WiFi is good to have",1
"London Heathrow to Tunis Carthage. Plane was at least over 2 hrs late from departure but our return flight was on time. Service was ridiculously slow. Had 2 ask a few time the same staff member for some water. Food was not tasty, however my issue is the dirt and bacteria from a seating position is absolutely disgusting. Filth is not acceptable on that level, especially at the cost of their tickets. Tunisair you should be ashamed of yourself.",0
"Boston to Manchester via Reykjavik. Booked this flight as it said we would arrive in Manchester in time for my husband to get home and have enough time to get to Old Trafford for the United v City match. We were due to take off at 8am. We were still sat on the plane, and did not taxi to runway until 9.30. Sad to say cabin crew kept a very low profile and in the time we sat waiting only 1 message from the pilot. It goes without saying we will not be flying with Icelandair again.",0
"San Francisco to New York. I paid as much money as anybody else, however my seat at the very back of the plane was not reclining on an overnight flight. The little comfort I could have had was not given to me. The stewardess told me there is nothing she can do. I do not recommend the airline.",0
"I had booked a flight from Mumbai to Guwahati and back for Nov 2022. In October 2022 Indigo cancelled the flight and given an option for refund, saying the full amount will be paid to you. After getting assurance that I will get a full refund, I confirmed for cancellation. But later I got an email that part amount will be deducted towards agent booking charges. If the cancellation is by Indigo why do I bear such cancellation charges?",0
Edmonton to Toronto via Barbados. I'm so impressed at the service from WestJet. We had to book last minute flights for a funeral which is very expensive in peak season. They gave us a bereavement discount and everybody treated us with kindness and respect as they all seem to know we were travelling for a funeral. It made a difficult time much more pleasant. As an added note a staff member in Barbados went above and beyond for us and the flight attendants more funny and pleasant. It's so refreshing to have such a human face on a big company. Thank you WestJet!,1
Raleigh to Houston. Ticket was very reasonably priced. The plane was clean and boarding was organized well. The staff was friendly and courteous and the pilot and flight attendants greated passengers with a smile as we left. It was my first time flying Frontier and I will definitely fly with them again.,1
"I am a Montreal resident and I have been hearing a lot of complaints about the airline on the internet but I found these issues to be isolated at best and should not reflect the overall service given. I flew premium economy and in terms of value vs experience it was a very enjoyable flight. Seat Pitch was comfortable at 37 inches and the recline was good. They gave me two choices on the menu for supper and it was very tasty considering it's airline food. Contrary to what I heard for the on board entertainment, some of the releases were fairly new. The service offered was professional and courteous. My needs as a customer were met. Priority boarding was a nice feature. I really like that part. The flights were on time and boarding was quick. For all those who are booking with this airline, I would suggest going Premium Rouge for long flights.",1
Flight 464 from Frankfurt to Orlando June 21 2014. Trip started in Istanbul June 21 2014 on flight 1305. We booked our flights 9 months ago. My seat on flight 464 from Frankfurt to Orlando was 39c. I checked in online double checked at the Frankfurt gate still 39 c. Once onboard my seat was given to another who booked late. The new seat was in another section of the plane nowhere near my husband. Since the flight was full the attendants would not move this passenger and were unhelpful. The purser was surly and rude.,0
First time flying and the flight attendant made my flight enjoyable by keeping me calm and making light conversation when she had time since she knew I was very nervous and alone! Definitely recommend this airline all of my flights were on time or early with no complications!,1
"Berlin to Frankfurt. I have used Air Berlin for the first time and the last time. They overbooked the 8.50am flight, AB6577, flying from Berlin to Frankfurt by 10 seats. They bumped us and told us they could not book us another flight the same day. They offered us a 2nd class train ticket and told us to take a bus to the train station. They did not offer to pay for a hotel if we flew out the next day. Overall the personnel were matter of fact. ""This is our company policy. Take it or leave it. But don't make me repeat it."" I don't know how airlines can get away with selling seats multiple times. It's not worth it to fly Air Berlin to save a couple of Euros. Next time we choose an airline that knows what quality service is.",0
"Los Angeles to Amman via Jeddah. First time ever traveling with Saudi Arabian Airlines, usually we travel with Emirates. Got my sister and my niece ticket from Amman to Los Angeles. I can't say enough about the person who checked us at the airport in Los Angeles her name is Susan, she was very patient, took her time and provide us with an excellent service.",1
"The air hostess was exceptionally rude. Everything was someone else's fault. Allowed other passengers to bully passengers and said they belonged on ""Southwest"". Heck, this plane made Southwest look like the big time. Everything is an extra add on amenity. Waste of money!",0
Philadelphia to Miami. In the last 2 years more and more frequently the service is getting worse. Today we are waiting on board more than hours for catering. Wait more than a 1 day and American airlines canceled the trip. We almost lost the trip to Aruba. Preview I traveled to Cuba and they offered a Voucher for 2000 whoever is canceling the trip The service is getting worse and worse No respectful at all.,0
"Ft Lauderdale to Chicago. Very disappointed, worst experience with this company! Not only that our two flights were delayed by two hours and one hour but also they didn't allow us with a baby 2 months and 3 years to board earlier like preboarding which other airlines allow and also gave us tickets in the last row of the plane. Never ever will fly again with them!!",0
We booked a trip to Mexico from Edmonton and it started ok delayed at the airport 2 hrs but I can live with that. On the return flight we were asked to check with are rep before heading to the airport so we wouldn't waste any time so we did and everything was good to go so they said. We arrived at the airport 3 hrs early then were told there was a delay. It was supposed to leave at 4.45 then 9.45 then 3.00. Finally at 3.45 we were on the runway after spending 13 hrs in a Mexican airport where everything closed at 11pm.,0
Fayetteville to Boston. Our flight was delayed due to a mechanical issue so we were unable to make our connecting flight. I rebooked to Raleigh with the help of a very patient and helpful employee but it was not an easy process. The entire system was shut down so he was unable to rebook on the computer and had to do so over phone. He was also not able to print a customer service voucher for our taxi to Raleigh because of the system being down as well. Not a great performance by United Airlines software developers. Hire better.,0
"New York JFK to Gatwick. Original flight booked with Norwegian Air was cancelled so we lost the price of our nonrefundable American airline tickets to JFK. We scheduled a later Norwegian flight and paid for two more airline American Airline tickets to JFK. Not happy that the original flight was cancelled but Norwegian did step up and reimburse us for the two original nonrefundable tickets to JFK. Was pleasantly surprised that Norwegian Air did this. Our flight from JFK to Gatwick was no frills but the plane was nice and it was a great value. Yes, we would fly Norwegian Air again. Thank you Norwegian Air.",1
"Kolkata to Port Blair with Vistara. Excellent flight with tasty quality food, comfortable seating arrangement, far better than other domestic airlines. Landed before time. Colourful and beautiful flight.",1
Be very careful with this company. The charged me 95 euros because the trolley weight was 10 kg and they have 8 kg limit. Also avoid showing your American pass if you have a European pass. It looks they check trolley weight more to foreigners more to locals.,0
"I had a rather unpleasant experience with this airline. One simple cancellation, due to a storm, and their Charlotte hub information desk was understaffed and hopelessly overcrowded with stressed customers. I waited my turn, for nearly two hours, to ask whether they could provide any accommodation, and they turned me down. My online request was met with indifference. Not okay, AA, it was a mistake trying you.",0
"Larnaca to London via Athens. They have wonderful cabin staff and are helpful, there with a smile. The food on board is very good as is the service, even though my flight stops over in Athens rather than direct, its still enjoyable. Only problem I had was first time at ATthens, when you are in transit its not clear where to go when you enter the airport . Apart from that can't fault anything keep up the good work.",1
Booking and flying with PLAY was very easy and confortable. Cabin crew were very friendly and planes were spot on. Transfer time in Reykjavik was fine and the boarding process smooth. I flew to New York Stewart  which is approx. 90 min. from Manhattan. This is a very small airport and passport control was fast and very friendly. Good connection to Manhattan with a bus service from the airport to Port Authority Bus Terminal. All together very good experience.,1
"Belgrade to Seattle via Paris. When I arrived to Seattle, my luggage was not there. I asked the Air France staff where it was, and the guy looked at the list of all passengers and searched for my name. At the part where are the details about luggage was written only ""??"". However, they told me that it is in Paris and it will arrive on my address tomorrow morning. They are obligated to give a kit containing toiletries to passengers whose baggage did not arrive on time. But they did not give it to me because they don't have it there. Three days after, the luggage is still not here.",0
"Dallas to Salt Lake City. I could not be more disgusted with an attitude and lack of confidence check in. Over an hour and a half in a bag check line with over half of the agent stations empty. A nonsensical woman walking around telling people who are going to miss their flight they should have gotten there earlier. What a waste of oxygen. I just have one thing to say to people thinking about booking a flight on Delta, don't.",0
"Toronto to Orlando. Zero leg space, I'm not a large individual, 5ft 8in tall and 120lbs and it was not a comfortable ride. Staff wasnt very kind when I ordered soup and then the tray on the seat back in front of me collapsed and became unusable for holding hot soup.  I also had a drink on the tray, so I cannot hold 2 liquids and eat at the same time. No signage for the toilets, and armrests had buttons on them, cant rest your elbow without accidentally calling the flight attendants. Would never fly this airline again.",0
Sydney to London via Abu Dhabi. Etihad are refusing to give full refunds to customers for flights cancelled. Instead they are offering credit. This is worse than useless. We are severely out of pocket and don't know when or when we will be able to fly again. All we want is for you to give us back the money.,0
"Colombo to Melbourne. Service was extremely disappointing. We were travelling as assisted passengers as we are elderly. We got virtually no assistance at all. At one stage the airline staff left us at the baggage carousel and my 84 yr old husband had to collect the baggage with help from other passengers. Sadly I have another leg booked on this airline. I would strongly recommend that you do not fly this airline, especially if you are travelling as an assisted passenger. The cabin service was poor also. The food was equally bad. In addition, it was a rather expensive fare.",0
"Would give 0 stars if I could. Bag policy is a complete rip off and they employ rude employees. In the future I will spend the extra money to fly a different airline, and I recommend you do, too.",0
This airline is terrible! Cannot communicate with anyone! All hidden behind computers. Trying for 2 days to make changes and its an impossible thing to do! Mr Stelios Hadjioannou its about time you take control of this! I will discard this flight and rather loose my money and fly with a decent airline where we can reach someone to talk to.,0
I missed my scheduled flight from Okinawa to Tokyo. Staff in Okinawa did everything to get me on another flight so I had a chance to meet my connecting flight. There was a woman waiting for me when I got off the plane and ran with me to the bus to take me to the international side of airport. Very quickly they had a ticket for the Tokyo flight and the rest of my connecting flights back to Orlando. I made it to the gate in time for my connecting flight. I could not have done this if it was not for all the help I got from ANA staff.,1
I flew from Vancouver to MNL October 5 at 1.40am. This was my first time flying PALs B777. It was a brand new plane compared to their past planes which were A340 or A330. Service was excellent with a very smooth landing.,1
"Milan to Olbia. The worst flight experience. They make you pay for seat selection and to bring a second rollaboard on. Then, when you get to the airport, they make you pay for plastic bags for toiletries, at the gate they force you to check your bag size. My official rollaboard suitcase by luggageworks is too big for their checking devices. Then, they charged me 120 euros to get my and my daughter's rollaboard on the airplane, round trip. Did not refund my fee paid for two rollaboards, failed to enter my round trip fee for the bag, so they tried to charge me again for the return trip. Absolutely sickening service, customer abuse, will never fly again.",0
"Hong Kong to Munich. Delayed by late aircraft towing to gate. Boarding efficient and friendly. On board was perfect, a part from the Business seats which aren't private enough. Lufthansa doesn't have capsules or pods in Business and the lack of privacy is a drawback. Cabin crew, food and menus were excellent.",1
"I need extra leg room and the exit seats for the flight out were not available so I purchased a first class ticket. My expectations were low based on seeing first class customers on previous flights. There is no divider between coach and first class so it doesn't look very special. I was wrong. Can't recall how much extra I paid but it included a couple of checked bags. They marked my luggage priority and it was the first one to land on the carousel when we arrived. The seats were roomy in both legroom and width. Comfortable, too. The plane seemed very clean and bright inside. I wasn't paying close enough attention but it seemed like the flight attendant was always available. They served a decent meal that I wasn't expecting, offered free video screens, had fresh baked chocolate chip cookies and hot towels at the end of the trip. The attendant did a great job of making us feel ""first class"". I don't do alcohol but I assume that was available as well. I plan on doing this again. Was in the exit row on the return trip. Once again great flight attendants and since there were three open exit row seats on the opposite side she moved the couple next to me to the unoccupied seats and I had all 3 seats to myself. All the folks at the ticket counter were pleasant and helpful.",1
"Denpasar to Bangkok. Very bad refund policy due to Covid19, my flight has been canceled but Lion air refused to refund, only give a voucher valid 1 year. I do not plan to flight for 1 year so it is useless. Spent hours with customer service for nothing. Bad experience.",0
Dublin to Melbourne via Doha. I travel at least 3 times a year with different airlines but never got the service which I received on both sections of the flights from Dublin to Melbourne. I may mention one staff on the second flight who went beyond the call of Duty. Definitely a 5 star airline.,1
"Worst experience ever. Plane at the gate, crew waiting for the door to open. Waited until departure time to open up boarding and then had no gate when arrived in TPA. No wifi, no tv, no flight monitor. 2 hours late arriving to gate. Completely useless airline",0
"I had to take an emergency flight out to SC, it was not a planned trip but I found Spirit Airlines online and booked it. The flight was very nice and the staff were great. ",1
We flew via Istanbul to North Cyprus on 24 March 2012 returning a week later. The aircraft on both legs of the journey were immaculate seating was good and the service professional and efficient. I will be travelling with this airline again.,1
Excellent short flight. Great aircraft for short haul. Comfortable. Wi fi plus full inflight entertainment. Particularly great attendant worked graciously and efficiently. The best Delta experience in a while.,1
"Izmir to London via Dusseldorf. A bad experience will not fly with them again. The plane and seats was really comfy but when we arrived at Dusseldorf the staff was so rude, also when I arrived at London Heathrow they did not give me my stroller so I had to carry my toddler. Then when we arrived to collect our baggage they did not put it on the plane with us they left it in Germany, still waiting for it now!",0
"Toronto to Delhi return via Abu Dhabi. Booked vegetarian and all the meals served were horrible. Does somebody eat these food items before giving to the passengers. I saw a steward eating cheap noodle packet with hot water, perhaps she knew the quality of Etihad's food. our food came at different time or one was served earlier and other one was not served or took an half an hour delay. When told the steward, she was rude. Air condition in the the cabin was too cold and I saw a lot of passengers were shivering. Movies quit several times as the systems had to boot. Seats were old.",0
"You have to watch a lot of advertising about Qatar during the flight. The seats were not comfortable, the flight attendants were friendly but overchallenged with the service. I had to wait more than half an hour to get a can of beer, they wouldn't give me enough water. My request for any snacks was friendly denied two times in a row. I cannot recommend this airline.",0
"The worst airline that exists, the crew was rude to me, the food is average. If you call customer service they tell you that the waiting time is 2 hours.  I flew Miami Montreal Athens, what a nightmare, the first delayed flight, I was able to make the connection because all their flights are delayed. Back I had a layover of 3 hours and I spent all of them making lines in the corridors of the airport trying to check point for American citizens, something incredible. On my last flight Montreal Miami I had upgraded my seat to one in aisle since I had come from a 10 hour flight and I wanted to be more comfortable and when I finally got to the counter they changed my seat to one in the middle and told me that they would make me a refund. It was not about the refund but that I had paid and chosen a seat and they changed me without any explanation. Extremely rude plane crew, really do yourself a big favor and avoid this airline.",0
I will never fly Spirit again in my life. I would rather pay triple the price than travel with Spirit. They changed my flight last minute and added a stop to my round trip. My flight was supposed to be an hour and a half and it ended up being a ten hour flight. Spirit did not offer any form of compensation. I called and asked to change my flight and they did nothing at all. Very rude customer service. I do not recommend Spirit Airlines to anyone!,0
"Winnipeg to Edmonton, WO505 on 11th February. I am beyond disappointed in the service we received with Swoop. We have been delayed 4 times. 1 departing and an extreme amount getting home. This has been an extreme inconvenience. I will miss a family funeral and my husband is missing appointments that cannot be rebooked for a long time, not to mention we are flying with an 8 month old. This has caused more then enough anxiety the entire day awaiting the next delay.",0
"I actually have not flown Cape Air yet as my ticket is for 2 weeks from now. I emailed Cape Air asking for refund due to corona virus. Sadly, I live in US and nobody can travel, all people are cancelling trips .. so it's not possible for me to get to San Juan and then take the Cape Air flight even I wanted to. Other airlines, hotels, are refunding ok. Cape Air said I could reuse the ticket in coming months, then I said, like most, I will not be able to afford to travel for this kind of expensive trip for years as we resave. Then I get an email message that Cape AIr literally 'blocked me' from emailing them. Despite the fact that almost nobody will be able to fly Cape Air for several weeks so plans will be empty, despite the fact that Cape Air will likely cancel most flights soon anyway, Cape Air is 'choosing' to keep all the money from hundreds of flights over coming weeks paid by people getting sick, losing jobs, and in crisis. Pay more if you have to for another airline!",0
"This airline completely ruined our summer. Me, my husband, and my 2 kids were flying from LAX to Norfolk when our flights were cancelled yesterday. We were already packing, as the trip was only a few days away. We were all disappointed, my kids especially. I will make sure to never fly this airline again. This airline seemed great because of the cheap prices, but no wonder its cheap, they cancel everyones flights. I tried to rebook, but the next flight flying out of LAX was in February 2023. So I would not use this airline if you want to go somewhere because chances are, your flight will be cancelled. This would have been my first time flying with this airline, but I will never fly this airline again.",0
Had a positive and pleasant experience flying to and from Tenerife South from Edinburgh. Better than our last two trips with Jet2 and Thomson. If you read the rules and follow them there is no problem. Priority boarding was adhered to so no stampede needed. The staff were efficient and pleasant. I will definitely use Ryanair again.,1
"One of the worst customer services I had ever seen. The whole team needs to be trained, they are very rude. I am writing the review from the airplane with Jetblue right now, I was not able to reach home to give a review because of their rudeness. At least when someone says thank you, at least what you can do is reply back. The bathroom is so dirty. I would never ever fly with them even if it was just as a connecting flight. They do not know how to treat customers. All I am asking is to be treated well as I am treating you.",0
Spirit Airlines is always my last choice. Nothing about this trip has proved me wrong. There is nothing worse. Not even Frontier. Book Frontier before Spirit.,0
"WOW air is the Worst airline, terrible experience. Our flight from Miami to Keflavik was cancelled after a 4 hour delay. No information or explanation was given. Then, after 3 hours in line waiting for any refund or rebook of our flight with no answer, they just tell us ""call customer service"". We were left alone with no help. We had to rebook our own flights and paid our hotel and food. We have been trying to talk to someone in customer service and the call center never works. No answer after one week. We're still trying to contact them for our refund.",0
"I am a frequent traveler, but I have never dealt with an airline as frustrating as this one.  At the start of my flight I had to surrender my carry on, and I never saw it again. I filed a lost baggage claim in Manaus, and I did not even receive a copy of the claim. The agent told me to photograph the report, which was hand written. Three passengers on the half filled flight lost luggage, including some expensive fishing equipment.  When I arrived in Panama City for my layover the baggage wasn't there, and employees brushed me off for two hours. Since the loss of the bag I have sent two emails to Copa, and I phoned them today. The emails have been unanswered, and the call was futile, I was simply told to send another email for them to ignore. This airline is staffed by incompetent people who are totally unconcerned about their service.",0
"This is not my first or second or third problem that we've had been flying on Frontier. Often the flights are delayed, they refuse to communicate with their passengers to explain what is causing the delay or how long the delay will be. I once waited 5 hours at the airport with no one able to answer questions. I was traveling with my two small children and at 11 at night when the airport closed we are forced to get a hotel room. That's unacceptable. I would have made arrangements.",0
"Toronto to New York La Guardia. Quick 1 hour flight. I found the seat on the E145 to be more comfortable than that on the Air Canada Rouge 767, which is good. Staff were very helpful, overall had a great experience.",1
I have booked flights from Durban to Cape Town and this needed to be changed due to the Covid 19 pandemic. I contacted Mango and was informed that vouchers will be sent to accommodate me. No vouchers received to date and numerous emails sent with no response.,0
"If you want to fly an airline that makes you think that Ryanair is a luxury airline, then this is for you. I am a frequent flyer and in all the years of flying I would say this was the worst experience I have had. It began with check in. I checked in in advance to save time except that baggage drop off took much longer than the other line. Much longer. The wait was close to 90 minutes. No informed staff to offer clear directions either. Then flight delayed massively without announcement and without staff to assist. And no food vouchers even. Avoid like the plague. Any savings you imagine making this worthwhile are not worth it.",0
"The worst experience. I applied for quarantine packages to Etihad holiday and waited for four days, they didn't respond and then I made a call, they told me that I can book any hotel that I'd affiliated with Saudi embassy. I booked the hotel but when we arrived at the airport they said we don't accept this hotel. Many times they misguided me. I suggest you that don't book quarantine packages for this worst flight.",0
Service was not good time keeping both ways was poor and on the return a delay of 6 hrs with little information from staff. Very expensive for what it was only soft drinks and a small pack of biscuits both journeys. Thought it would be better considering BA share this flight.,0
"Frankfurt to St Louis. I have been a Senator Member of Lufthansa since many years and always enjoyed a fantastic service. However, since last year the service level has nose dived, be it the ground staff or the cabin attendants. Everybody seems to be in a foul mood always and absolutely not bothered to make the flying experience of its passengers pleasant. In my last flight from Frankfurt to St Louis the quality of the food was pathetic to say the least. It seems the quality of food that was served earlier to Economy class is now being served to Premium Economy. The Economy Class food is not up to the mark of Lufthansa level. Last year I had a very unpleasant experience at Valencia airport while travelling to Dubai and I couldn't fly. I had to buy an Emirates flight as an alternate as it was an urgent journey and I was more than surprised with the excellent service and the quality of the flight. I wrote about the unpleasant experience while checking in at Valencia to the Customer Service in Lufthansa and never heard back anything from them. I think it is the time to ditch my fidelity to Miles and More and look for an alternate if the service levels are not improved.",0
"Airline cancelled my flights due to Covid. I've been waiting eight months for my refund. Every time I call, the agents are unnecessarily rude. I will never, ever fly this airline again.",0
I was supposed to travel AirAsia Philippines from Cebu to Manila. AirAsia Philippines changed the flight departure time from 20.10 to 23.20. No compensation and an unengaged staff that couldn't care less. Will never fly them again.,0
Johannesburg to Cape Town. The flight was perfect the flight attendants were very nice. Overall it was a good flight. It was so cheap and the money was worth it I couldn't believe you can fly for just about five hundred rand it was nice.,1
"Flight on time, boarding time perfect. Plane old but in good condition. In all a very good experience and very nice timing of entry into the plane that made for a very nice boarding.",1
Wilmington to Charlotte. Worst traveling experience in my life. Rude customer service. I paid for a first class ticket and was treated like i didn't matter as a customer. On top of that they would not give me a hotel and now I'm sleeping on the floor in an airport. I would not recommend this airline to anyone.,0
"As it was for a couple of days I took just hand luggage, no problem leaving Luton but coming back from Venice the booking area insisted it was too large for hand luggage and should go into the hold. Not a nice person so insisted a fee of 32 euros was paid. I have never flown budget airlines and I will never use a company like this again. I never booked this trip so could not believe how bad they are. A Hungarian company, making money by illegal ways.",0
"Barcelona to Athens. Due to the Easter season, all passengers were given chocolate Easter eggs. The flight was on time. The airplane was very clean, along with the bathroom. Hot towels with lavender scent were provided, and a welcome drink was given. The food was excellent. The seats were leather, and reclined well. The airline magazine was available to every passenger, while a tour of Greece and Cyprus played on overhead TV's. Inflight shopping was available. The crew spoke good English. One of the best flights I have even been on, and would certainly fly with Aegean Airlines again.",1
Flew last month on a flight From Kuala Lumpur to Colombo. The service onboard was fantastic meals were very good and inflight movie range was a big selection travelled on the A320 was well impressed with the leg room as I am 6'3.,1
Paphos to East Midlands. Will definitely fly Jet2 again. Love the free resort flight check in it was so easy and stress free. All staff encountered where friendly and helpful.,1
"Absolutely the worst communication from American Airlines. Rude staff, flight from Philadelphia to Seattle got delayed 9 hours with yet again no communication to the guests. I will drive to the rest of my vacations due to the experience we received. This is unacceptable. 2 thumbs down will not recommend this flight to anyone, friends or family",0
"I had the best experience flying with Spirit airlines, I fly on March 11th Flight NK261 from Portland to Las Vegas Flight NK954 from Las Vegas to Fort Lauderdale. Thank you Spirit Airlines from the bottom of my heart. I was impressed by your kindness and attention, everyone was very polite and sympathetic to me. The wheelchair assistance was nice and polite and helped me in everything I needed. Big thanks to the pilots and stewardesses! It is hard that I don't know English but I wanted to see my kids and grandkids.",1
Flight 114 from Birmingham was not so great 3.5 hrs late. Departure time was 5.30pm but departed at 9.40pm. When we were boarding the plane looked great however upon take off there were problems. They did not have any vegetarian dishes they came back with bread rolls and butter for the rest of the flight. When we got to Delhi we were delayed a further 4hrs due. Poor flight and service.,0
"London to Mumbai. Terrible customer service. I have benn trying to change my flight with them for the last three days, and they keep blaming the travel agent, even through the ticket was issued by BA, after the meltdown on the 27th. If you get through to their India call center you might as welll hang up the phone, as they are rude and all they will do is keep blaming the third party, will inturpt you when you are trying to speak, just awful service. Agree British airways is going downhill. Been a silver member for many years, need to look for another provider. Just awful customer service which BA, won't care to look into.",0
Traveled on March 25 Sydney to Singapore and have no complaints with our flight at all. Flight left about 10 mins early and arrived into SIN on time. Booked the extra leg room seats up front and the additional cost was worth it. Airline food is airline food when sitting in economy with any airline not to flash.,1
"Cathay Pacific Airways are my preferred airline and I have flown them many times. I travelled Doha to Hong Kong business class on their A330. From the moment you enter the aircraft you are looked after excellently. I am a Oneworld Emerald and it is a nice touch when the purser or CSD gives you an extra welcome and chat prior to departure, thanking me for flying with Cathay. They look after the regular travellers and go out of their way to make sure you are well looked after, served food and drinks first, giving you more time to rest. The seat is very comfortable and spacious with lots of storage space and space next to the window. Seat reclines to the full flat position. What I like about the seat is that the screen folds away and also the tray table. I am very tall and  can stretch out fully in these seats. The food is of a high quality and tasty, and a good range of beverages including the Champagne. Entertainment is varied and extensive. ",1
"Hat Yai to Don Muang with Thai Lion Air. Staff are very friendly and polite, staff member took me to my seat and put my carry on bag in the over head bin for me. The seat is comfortable. The airplane take off and landing was smooth. The flight departed and arrived on time. The fare is very reasonable, better than the bus and the train if you book in advance. Before buying ticket the travel agent let me know ahead one small carry on luggage is free. The other luggage will be charged.",1
"They changed the flight by 3 hours, not enough to get a refund but enough to make the flight time not work for me due to work. Called customer service where I was recited the policy of a 4 hour change requirement to get a refund and issued a travel voucher to use in a year with no options through their company that work with this trip. Terrible company that only cares about money. Cancelling my miles reward card and avoiding flying with them at all costs, I would recommend you do yourself a favor and do the same.",0
I flew from Denver to San Diego on 8.59pm flight. We did not board until 9.20pm and started to taxi but returned to the gate due to the plane had a malfunction with one engine. We didn't taxi for another 20 minutes which all of this caused a serious delay! All of these events seemed to be a disorganization on Frontiers' behalf. After all of this confusion and frustration Frontier employees acted as if they did passengers a favor. No compensation was awarded i.e. beverages or anything. On top of this distraction I landed late causing my rental car reservation to be cancelled and had to barter with taxi drivers for transportation to my hotel. As far as I'm concerned this airline has the worst customer service bar none!,0
"Horrible experience from Cebu Pacific. We knew we would have excess baggage weight prior to our departure so I tried calling them and logging in online to purchase additional weight allowance however their phone does not seem to work, their website doesn't recognize the booking reference we have. Come day of departure we were charged enormous amount per kilo. Seems like we are meant to deal with the problem directly to the ticketing counter on the day of departure so they can charge more.",0
vGreat airline. Got 4 tickets for less then the price of 1 ticket if I fly with Westjet or Air Canada. Bought a checked bag. Weight exceeded on the bag by a few pounds. No problems at all. Flew exactly on time and returning flight returned exactly on time. The seats were comfortable and inflight entertainment was great. Our family had absolutely no problems. We loved the flight and the crew were super friendly. We followed the simple rules they mentioned on the website which was show up early and dont expect freebies. Will be booking next flight very soon. We need more ultra low airlines to fly within Canada.,1
Recently flew from Rome to Johannesburg via Jeddah. I was very pleasantly surprised. Flight was comfortable we were given blankets toothbrushes etc the food was good there were mini TVs in the back of each seat and the selection of films and programmes was great. Staff were all friendly and helpful a great experience I wouldn't hesitate to recommend them if they maintain this level of service.,1
"Was on a Ryanair flight today from East Midlands to Bergerac. About 40 mins before landing a lady was taken ill with what seemed to be a serious illness, I can't praise the cabin crew enough about how they handled the situation, they were calm quick and reassuring in the actions they took. I have booked over a thousand single flights for my family over the last 10 years and have never encountered any problems that have been caused by themselves.",1
Terrible. I flew from Sudbury to Toronto to get this flight and the little Dash 8 from Sudbury had more legroom. The lady in front reclined so I watched her hair for 3 hours. Could not see my smartphone even if I had been stupid enough to pay for inflight entertainment on a 4 inch screen.,0
